"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Silva.ref"
"Zotu.0571","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ureibacillus","Ureibacillus_terrenus","KF911169.Unc61606_97.63_Ureibacillus_terrenus_1465_99.659"
"Zotu.0572","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas_spadix","EF157151.Unc64483_95.85_Pseudoxanthomonas_spadix_1468_99.455"
"Zotu.0573","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus","Anaerococcus_octavius","FM873437.Unc55348_93.04_Anaerococcus_octavius_1406_99.573"
"Zotu.0574","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora_spinosa","AEYC01000092.GZ2Spino_96.34_Saccharopolyspora_spinosa_1416_99.788"
"Zotu.0575","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter","Variibacter_unclass","AB121772.I6HPro22_100_Pseudolabrys_taiwanensis_1356_95.428"
"Zotu.0576","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","Gaiella_unclass","HE974794.UncAct30_91.68_Gaiella_occulta_1473_93.822"
"Zotu.0577","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_iners","ACLN01000018.LcbIner4_95.23_Lactobacillus_iners_1492_99.933"
"Zotu.0578","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","Anaerostipes_hadrus","ABGC03000041.CsrSpe22_92.86_Anaerostipes_hadrus_1454_99.725"
"Zotu.0579","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus_haemolyticus","AFQN01000083.GJIHa101_99.01_Haemophilus_haemolyticus_1461_98.015"
"Zotu.0580","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Sphaerobacter","Sphaerobacter_thermophilus","CP001823.I9JTherm_84.33_Sphaerobacter_thermophilus_1430_100"
"Zotu.0581","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","Romboutsia_ilealis","AB627483.Unc04kgw_98.38_Romboutsia_ilealis_1428_98.95"
"Zotu.0582","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_unclass","JF922306.I81Sp149_95.09_Sphingomonas_rubra_1412_96.388"
"Zotu.0583","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Mobilitalea","Mobilitalea_unclass","JX843684.Unc35583_95.18_Herbinix_hemicellulosilytica_1469_94.554"
"Zotu.0584","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacteraceae_unclass","Caulobacteraceae_unclass","JX114486.UncCau17_96.46_Caulobacter_mirabilis_1404_96.724"
"Zotu.0585","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_daejeonensis","AB267717.HZLDaeje_94.35_Mucilaginibacter_daejeonensis_1443_100"
"Zotu.0586","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoanaerobaculum","Lachnoanaerobaculum_saburreum","ALOA01000014.HF3Speci_97.42_Lachnoanaerobaculum_saburreum_1453_98.211"
"Zotu.0587","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter_alimentarius","AY513645.FR5Alim3_99.87_Psychrobacter_alimentarius_1460_100"
"Zotu.0588","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_unclass","AB702766.Unc46053_93.14_Alistipes_finegoldii_1452_94.835"
"Zotu.0589","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_schindleri","AB859678.FYOSch25_97.74_Acinetobacter_schindleri_1450_99.586"
"Zotu.0590","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_globisporus","AB022873.KitParac_100_Streptomyces_globisporus_Streptomyces_griseinus_Streptomyces_rubiginosohelvolus_1449_97.861"
"Zotu.0591","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium_unclass","KF911183.Unc00ka9_97.23_Agrobacterium_fabrum_1407_97.299"
"Zotu.0592","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_variabilis","APPE01000024.FYOSp124_95.85_Acinetobacter_variabilis_1460_99.521"
"Zotu.0593","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Granulicatella_elegans","AB989810.Unc64265_96.6_Granulicatella_elegans_1472_99.117"
"Zotu.0594","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis_echigonensis","AB248535.HCJEchig_96.72_Amycolatopsis_echigonensis_1442_100"
"Zotu.0595","Bacteria","TM6_","TM6_","TM6_","TM6_","TM6_","TM6__unclass","AB807382.Unc70537_89.55_Desulfatiglans_parachlorophenolica_1499_79.386"
"Zotu.0596","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","Thermomonas_carbonis","AB237680.Unc04epj_98.3_Thermomonas_carbonis_1468_98.433"
"Zotu.0597","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_thermacidophilum","AB596936.GWMSpe16_97.59_Bifidobacterium_thermacidophilum_1452_99.656"
"Zotu.0598","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","Devosia_unclass","KF911194.Unc00kmt_96.3_Devosia_soli_1405_97.438"
"Zotu.0599","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_NK4A136_group_unclass","AM696759.Unc65092_96.67_Eisenbergiella_massiliensis_1459_91.501"
"Zotu.0600","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","Butyricimonas_unclass","EU663600.Unc43187_91.67_Butyricimonas_paravirosa_Butyricimonas_virosa_1447_96.406"
"Zotu.0601","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Leadbetterella","Leadbetterella_unclass","HE797849.Unc44637_87.71_Leadbetterella_byssophila_1427_95.165"
"Zotu.0602","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas_sacchari","AGHZ01000011.XtnSpec5_98.43_Xanthomonas_sacchari_1466_99.523"
"Zotu.0603","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_barchaimii","HQ218509.Unc81363_97.04_Novosphingobium_barchaimii_1372_99.417"
"Zotu.0604","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","Terrisporobacter_mayombei","AB506379.Unc51095_97.91_Terrisporobacter_mayombei_1424_98.666"
"Zotu.0605","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Odoribacter","Odoribacter_unclass","HW066356.Unid3064_85.74_Culturomica_massiliensis_1456_91.896"
"Zotu.0606","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass","AC199153.ZeaMa153_99.79_Ochrobactrum_thiophenivorans_899_79.31"
"Zotu.0607","Bacteria","Cyanobacteria","Chloroplast","Chloroplast_or","Chloroplast_fa","Chloroplast_ge","Chloroplast_ge_unclass","LONC01002765.OryMeri3_94.61_Tychonema_bourrellyi_1296_84.491"
"Zotu.0608","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Ellin6055","Ellin6055_ge","Ellin6055_ge_unclass","AY234707.FNWEll39_100_Sphingomonas_alpina_1414_95.191"
"Zotu.0609","Archaea","Woesearchaeota_","Woesearchaeota_","Woesearchaeota_","Woesearchaeota_","Woesearchaeota_","Woesearchaeota__unclass","LCNU01000021.A6BAmes5_84.09_Angiococcus_disciformis_52_86.538"
"Zotu.0610","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia_unclass","AM696975.Unc53243_97.1_[Ruminococcus]_obeum_1398_97.425"
"Zotu.0611","Bacteria","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Hydrogenispora","Hydrogenispora_unclass","JX133505.Unc47843_89.02_Hydrogenispora_ethanolica_1453_92.567"
"Zotu.0612","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_NK4A136_group_unclass","DQ815895.Unc74662_93.76_Eisenbergiella_massiliensis_1459_90.61"
"Zotu.0613","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia_trevisanii","FM997008.Unc04m26_93.96_Leptotrichia_trevisanii_1432_97.137"
"Zotu.0614","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","p35j06ok","p35j06ok_ge","p35j06ok_ge_unclass","FJ479378.Unc17973_91.43_Conexibacter_arvalis_1474_94.301"
"Zotu.0615","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus","Actinoalloteichus_cyanogriseus","AB006178.HVQCya10_95.98_Actinoalloteichus_cyanogriseus_1434_99.93"
"Zotu.0616","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter","Altererythrobacter_unclass","KC331273.Unc82363_94.21_Erythrobacter_luteus_1413_95.258"
"Zotu.0617","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","Anaerotruncus_unclass","CDZA01062782.Gt8Me174_92.9_Phocea_massiliensis_1375_91.636"
"Zotu.0618","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_marinum","JN867054.H6DMarin_91.98_Flavobacterium_marinum_1439_100"
"Zotu.0619","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_plebeius","AB200218.GG7Pleb2_90.62_Bacteroides_plebeius_1449_100"
"Zotu.0620","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","Ruminococcaceae_UCG-002_unclass","CDYI01023850.Gt8Me221_95.89_Oscillibacter_valericigenes_1454_94.635"
"Zotu.0621","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pseudorhodoferax","Pseudorhodoferax_caeni","AJ606333.PfxCaeni_97.25_Pseudorhodoferax_caeni_1452_100"
"Zotu.0622","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium_alimentarium","DI191061.Unid2874_93.78_Sphingobacterium_alimentarium_1452_99.862"
"Zotu.0623","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia_terrae","EF540463.Rt0Spe10_95.59_Rothia_terrae_1428_99.72"
"Zotu.0624","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass","AC185461.ZeaMays0_99.74_Caedibacter_caryophilus_918_78.649"
"Zotu.0625","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","Variovorax_boronicumulans","AB003627.VrvSpe35_100_Variovorax_boronicumulans_1456_99.382"
"Zotu.0626","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","Ruminococcaceae_UCG-014_unclass","CDZG01045131.Gt8Me288_89.54_Anaerobacterium_chartisolvens_1330_86.466"
"Zotu.0627","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Thermocrispum","Thermocrispum_municipale","AB562480.HIKMuni3_98.56_Thermocrispum_municipale_1313_99.695"
"Zotu.0628","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Geothermomicrobium","Geothermomicrobium_terrae","AB859256.GZIBac10_91.09_Geothermomicrobium_terrae_1423_100"
"Zotu.0629","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus_aminovorans","AJFB01000674.IHKDeni7_96.95_Paracoccus_aminovorans_1384_98.049"
"Zotu.0630","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","Corynebacterium_1_unclass","U87820.GV2Geni7_100_Corynebacterium_jeikeium_1449_95.721"
"Zotu.0631","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ND3007_group","Lachnospiraceae_ND3007_group_unclass","DQ905753.Unc56378_96.62_Cuneatibacter_caecimuris_1387_91.132"
"Zotu.0632","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aminobacter","Aminobacter_unclass","AM697011.Unc97889_97.22_Mesorhizobium_chacoense_1407_97.299"
"Zotu.0633","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Leptotrichia_unclass","AF385518.I6SSpec6_91.07_Leptotrichia_trevisanii_1441_92.158"
"Zotu.0634","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","Ruminococcus_1_unclass","CDZE01034025.Gt8Me265_93.3_Ruminococcus_albus_1439_94.58"
"Zotu.0635","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus_unclass","AF139992.IHKMarcu_99.86_Paracoccus_marcusii_1385_97.401"
"Zotu.0636","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","Terrisporobacter_mayombei","AB506379.Unc51095_97.91_Terrisporobacter_mayombei_1424_98.666"
"Zotu.0637","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga","Cytophaga_unclass","JQ798415.Unc51294_89.26_Cytophaga_hutchinsonii_1447_92.813"
"Zotu.0638","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Lysinimonas","Glaciihabitans_tibetensis","AB991069.Unc04rg2_98.54_Glaciihabitans_tibetensis_1442_97.712"
"Zotu.0639","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus_pentosus","AB362712.LcbPen31_99.81_Lactobacillus_pentosus_1489_99.933"
"Zotu.0640","Bacteria","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Hydrogenispora","Hydrogenispora_unclass","AB874546.UncFi910_100_Hydrogenispora_ethanolica_1445_93.218"
"Zotu.0641","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia_tieshanensis","AJ617898.Unc83680_97.24_Massilia_tieshanensis_1451_97.45"
"Zotu.0642","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia","Dietzia_schimae","DQ337508.I29Spec5_98.51_Dietzia_maris_Dietzia_schimae_1441_98.681"
"Zotu.0643","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia_unclass","EF400966.Unc40059_96.24_Blautia_glucerasea_1451_96.003"
"Zotu.0644","Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66_or","JG30-KF-CM66_fa","JG30-KF-CM66_ge","JG30-KF-CM66_ge_unclass","HM224443.UncCh737_84.59_Caldilinea_aerophila_1439_83.739"
"Zotu.0645","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","Roseomonas_aerophila","AB636957.Unc88723_96.19_Roseomonas_aerophila_1408_99.858"
"Zotu.0646","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides_oleivorans","AB365060.Nc8Oleiv_96.93_Nocardioides_oleivorans_1434_99.721"
"Zotu.0647","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Serpens_flexibilis","AM500826.Unc32694_97.59_Serpens_flexibilis_1456_99.863"
"Zotu.0648","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclass","Lachnospiraceae_unclass","ACTX01000023.GQPBac31_98.48_[Ruminococcus]_gnavus_1457_95.333"
"Zotu.0649","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter","Sanguibacter_keddieii","CP001819.HVKKedd3_97.07_Sanguibacter_keddieii_1445_100"
"Zotu.0650","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sartorii","AB572597.GG7Sart3_98.72_Bacteroides_sartorii_1450_100"
"Zotu.0651","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas","Brachymonas_denitrificans","DQ836253.H8EDenit_96.88_Brachymonas_denitrificans_1451_99.793"
"Zotu.0652","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium_unclass","FN546868.RbuSp187_96.46_Rhizobium_azibense_1406_97.084"
"Zotu.0653","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Murdochiella","Levyella_massiliensis","CAJN020000001.GJFBac26_86.83_Levyella_massiliensis_1445_99.931"
"Zotu.0654","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_gallinarum","AB680263.GBKSpe42_100_Enterococcus_gallinarum_1481_99.865"
"Zotu.0655","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Lysobacter_ginsengisoli","AB245363.GUFGinse_97.52_Lysobacter_ginsengisoli_1466_100"
"Zotu.0656","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax_avenae","AAAA02029391.OrySa117_99.34_Acidovorax_avenae_Acidovorax_oryzae_1450_99.517"
"Zotu.0657","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter_bauzanensis","GQ161990.HKTBauza_92.08_Pedobacter_bauzanensis_1443_100"
"Zotu.0658","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_thermotolerans","AB616678.F1NSp930_95.5_Pseudomonas_thermotolerans_1428_99.72"
"Zotu.0659","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_","Blastocatella","Blastocatella_fastidiosa","JF449956.Unc46212_93.07_Blastocatella_fastidiosa_1447_97.236"
"Zotu.0660","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Parasutterella","Parasutterella_excrementihominis","AB370250.I6UExcre_98.06_Parasutterella_excrementihominis_1463_100"
"Zotu.0661","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","Prevotella_dentalis","AFPW01000057.H0LDenta_90.42_Prevotella_dentalis_1455_100"
"Zotu.0662","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium_unclass","AB600105.HXVSpe46_97.91_Methylobacterium_jeotgali_1380_97.246"
"Zotu.0663","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_amyloliquefaciens","AB018487.BcsSu309_100_Bacillus_amyloliquefaciens_1471_99.456"
"Zotu.0664","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclass","uncultured_ge","uncultured_ge_unclass","DQ456133.Unc80080_87.41_Mediterranea_massiliensis_1458_89.095"
"Zotu.0665","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9","Ruminiclostridium_9_unclass","EF644509.Unc66543_94.15_[Clostridium]_viride_1454_94.498"
"Zotu.0666","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","BIrii41_ge","BIrii41_ge_unclass","HM459718.Unc64354_88.79_Chondromyces_apiculatus_1485_88.485"
"Zotu.0667","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella_lytica","AB597542.UncGam58_99.02_Legionella_lytica_1465_98.976"
"Zotu.0668","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclass","Rhodobacteraceae_unclass","JX515476.Unc006vz_94.39_Gemmobacter_intermedius_1346_96.36"
"Zotu.0669","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_1","Coprococcus_1_unclass","EF603676.Unc36753_92.03_[Clostridium]_bolteae_1460_92.808"
"Zotu.0670","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium_callanderi","LC145549.GHQSpe49_96.56_Eubacterium_callanderi_1446_97.234"
"Zotu.0671","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_barengoltzii","ASSZ01000038.GBFBar20_95.3_Paenibacillus_barengoltzii_1474_99.525"
"Zotu.0672","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas_koreensis","AF078773.H9NSpeci_100_Comamonas_koreensis_1449_98.068"
"Zotu.0673","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas_sharmana","AB105442.UncB6180_100_Aeromonas_sharmana_1431_99.301"
"Zotu.0674","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas_taiwanensis","AB039336.GK7Spe74_100_Pseudoxanthomonas_taiwanensis_1469_99.864"
